Store_ID,SKU,Batch_ID,Arrival_Date,Sell_Through_Percent,Days_Since_Arrival,Temperature,Humidity,Category,Shelf_Life,Spoiled
1004,Apples,B4594,21-06-2025,0.67,7,31.6,75,Fruit,10,0
1005,Apples,B3979,18-06-2025,0.81,10,26.1,60,Fruit,10,0
1006,Beets,B5333,25-06-2025,0.88,3,33.6,44,Root,10,0
1006,Bananas,B8429,26-06-2025,0.75,2,22.1,65,Fruit,5,0
1002,Tomatoes,B7315,25-06-2025,0.98,3,26.2,52,Fruit,6,0
1001,Spinach,B4315,21-06-2025,0.38,7,23.8,55,Leafy,5,0
1002,Mangoes,B3906,20-06-2025,0.36,8,27.5,61,Fruit,7,0
1005,Spinach,B9706,26-06-2025,0.81,2,31.7,69,Leafy,5,0
1001,Lettuce,B3135,23-06-2025,0.27,5,31.5,63,Leafy,4,1
1005,Spinach,B8069,21-06-2025,0.35,7,28,62,Leafy,5,0
1003,Spinach,B9680,21-06-2025,0.2,7,29.9,52,Leafy,5,0
1002,Lettuce,B7246,25-06-2025,0.53,3,31,68,Leafy,4,0
1005,Mangoes,B7971,25-06-2025,0.82,3,28.3,71,Fruit,7,0
1003,Lettuce,B4809,21-06-2025,0.36,7,31.8,52,Leafy,4,0
1001,Carrots,B9908,14-06-2025,0.72,14,31.5,65,Root,14,0
1003,Broccoli,B1089,27-06-2025,0.39,1,30.6,98,Leafy,6,0
1005,Beets,B2930,19-06-2025,0.65,9,27.1,70,Root,10,0
1001,Tomatoes,B4365,22-06-2025,0.75,6,34.8,46,Fruit,6,0
1004,Bananas,B2746,25-06-2025,0.81,3,32.4,62,Fruit,5,0
1004,Carrots,B5281,14-06-2025,0.75,14,34.1,78,Root,14,0
1005,Bananas,B5514,21-06-2025,0.19,7,33.3,64,Fruit,5,1
1002,Tomatoes,B8904,25-06-2025,0.71,3,30.3,62,Fruit,6,0
1003,Beets,B8925,23-06-2025,0.88,5,29.7,48,Root,10,0
1003,Bananas,B7522,25-06-2025,0.64,3,30.7,83,Fruit,5,0
1006,Mangoes,B4764,20-06-2025,0.36,8,26.6,100,Fruit,7,0
1006,Apples,B2642,24-06-2025,0.74,4,35.1,62,Fruit,10,0
1005,Tomatoes,B6544,19-06-2025,0.35,9,33.4,83,Fruit,6,1
1005,Spinach,B3633,21-06-2025,0.41,7,33.5,60,Leafy,5,0
1006,Spinach,B2492,25-06-2025,0.61,3,31.3,78,Leafy,5,0
1004,Tomatoes,B2444,26-06-2025,0.67,2,34.3,86,Fruit,6,0
1003,Broccoli,B7075,26-06-2025,0.56,2,26.7,62,Leafy,6,0
1005,Spinach,B7296,21-06-2025,0.33,7,27.9,85,Leafy,5,0
1005,Beets,B5693,16-06-2025,0.34,12,30.2,43,Root,10,0
1005,Spinach,B3871,20-06-2025,0.17,8,31.1,33,Leafy,5,0
1004,Spinach,B4304,23-06-2025,0.85,5,29.4,100,Leafy,5,0
1002,Spinach,B9364,24-06-2025,0.99,4,29.3,63,Leafy,5,0
1005,Apples,B1590,22-06-2025,0.85,6,36.8,40,Fruit,10,0
1002,Spinach,B3579,26-06-2025,0.43,2,27.5,73,Leafy,5,0
1003,Tomatoes,B6785,21-06-2025,0.35,7,34.3,47,Fruit,6,0
1004,Broccoli,B9482,27-06-2025,0.35,1,33.4,52,Leafy,6,0
1006,Mangoes,B2477,19-06-2025,0.1,9,30.6,76,Fruit,7,1
1003,Beets,B6703,22-06-2025,0.68,6,28.2,62,Root,10,0
1003,Broccoli,B4187,20-06-2025,0.26,8,24.6,54,Leafy,6,0
1004,Spinach,B5277,25-06-2025,0.78,3,31.3,67,Leafy,5,0
1004,Beets,B2744,19-06-2025,0.55,9,29.3,32,Root,10,0
1001,Beets,B5821,22-06-2025,0.73,6,35.7,42,Root,10,0
1001,Beets,B5222,19-06-2025,0.61,9,31.3,83,Root,10,0
1005,Carrots,B8254,15-06-2025,0.63,13,27.2,35,Root,14,0
1005,Lettuce,B4985,21-06-2025,0.31,7,38.2,69,Leafy,4,1
1003,Lettuce,B8548,23-06-2025,0.3,5,31.3,64,Leafy,4,1
1001,Lettuce,B2904,25-06-2025,0.58,3,33.3,68,Leafy,4,0
1001,Tomatoes,B4610,24-06-2025,0.7,4,26.1,84,Fruit,6,0
1003,Tomatoes,B6785,19-06-2025,0.37,9,27.8,80,Fruit,6,0
1005,Spinach,B5314,24-06-2025,0.63,4,26.9,53,Leafy,5,0
1003,Mangoes,B7536,22-06-2025,0.43,6,31.9,37,Fruit,7,0
1001,Beets,B3924,20-06-2025,0.52,8,21.7,63,Root,10,0
1003,Bananas,B4580,23-06-2025,0.68,5,28.7,49,Fruit,5,0
1002,Broccoli,B9175,24-06-2025,0.52,4,31.9,56,Leafy,6,0
1002,Broccoli,B5348,24-06-2025,0.75,4,26.5,67,Leafy,6,0
1002,Broccoli,B5091,22-06-2025,0.9,6,32.3,58,Leafy,6,0
1002,Mangoes,B2964,26-06-2025,0.74,2,29,65,Fruit,7,0
1006,Lettuce,B1108,21-06-2025,0.27,7,29.3,68,Leafy,4,0
1005,Spinach,B8901,22-06-2025,0.2,6,25.9,44,Leafy,5,0
1005,Bananas,B9066,23-06-2025,0.46,5,25.1,67,Fruit,5,0
1004,Apples,B9374,23-06-2025,0.57,5,32.1,65,Fruit,10,0
1004,Broccoli,B3101,27-06-2025,0.4,1,32.6,77,Leafy,6,0
1005,Tomatoes,B8836,19-06-2025,0.2,9,31.7,52,Fruit,6,0
1001,Beets,B6689,21-06-2025,0.71,7,24.9,38,Root,10,0
1006,Apples,B8490,26-06-2025,0.64,2,29.5,59,Fruit,10,0
1006,Beets,B8537,22-06-2025,0.52,6,28.4,69,Root,10,0
1006,Spinach,B1193,24-06-2025,0.69,4,30.7,54,Leafy,5,0
1004,Mangoes,B6331,22-06-2025,0.88,6,25.3,72,Fruit,7,0
1005,Carrots,B4066,19-06-2025,0.88,9,31.9,61,Root,14,0
1002,Carrots,B8722,17-06-2025,0.62,11,34.1,43,Root,14,0
1003,Apples,B9171,21-06-2025,0.55,7,28.4,83,Fruit,10,0
1002,Tomatoes,B7099,22-06-2025,0.76,6,26.1,60,Fruit,6,0
1004,Carrots,B8384,22-06-2025,0.61,6,27.2,79,Root,14,0
1005,Apples,B4744,26-06-2025,0.49,2,36.4,77,Fruit,10,0
1006,Carrots,B4863,14-06-2025,0.86,14,28.1,62,Root,14,0
1004,Broccoli,B3389,25-06-2025,0.49,3,27.9,72,Leafy,6,0
1004,Spinach,B3893,21-06-2025,0.43,7,25.6,59,Leafy,5,0
1004,Apples,B9470,19-06-2025,0.68,9,24.4,73,Fruit,10,0
1006,Bananas,B8972,23-06-2025,0.59,5,29.2,58,Fruit,5,0
1003,Beets,B1781,21-06-2025,0.58,7,30,61,Root,10,0
1001,Apples,B1983,24-06-2025,0.64,4,27.1,69,Fruit,10,0
1003,Lettuce,B2577,24-06-2025,0.95,4,30.6,79,Leafy,4,0
1006,Bananas,B5256,22-06-2025,0.16,6,30.6,48,Fruit,5,0
1003,Beets,B5222,22-06-2025,0.48,6,27,82,Root,10,0
1001,Tomatoes,B2986,22-06-2025,0.84,6,31,42,Fruit,6,0
1006,Broccoli,B9821,25-06-2025,0.67,3,31.2,67,Leafy,6,0
1003,Bananas,B6326,20-06-2025,0.12,8,26.4,64,Fruit,5,0
1006,Lettuce,B2284,24-06-2025,0.78,4,21.2,62,Leafy,4,0
1005,Carrots,B8598,23-06-2025,0.72,5,33.4,75,Root,14,0
1002,Bananas,B7911,21-06-2025,0.36,7,26.8,36,Fruit,5,0
1001,Mangoes,B3654,22-06-2025,0.64,6,34,85,Fruit,7,0
1002,Bananas,B6191,23-06-2025,0.81,5,31.7,70,Fruit,5,0
1006,Carrots,B7479,19-06-2025,0.62,9,29.5,90,Root,14,0
1004,Bananas,B9535,20-06-2025,0.21,8,36.5,60,Fruit,5,0
1004,Apples,B4012,27-06-2025,0.9,1,24.4,73,Fruit,10,0
1002,Broccoli,B5122,26-06-2025,0.59,2,24.3,68,Leafy,6,0
1002,Apples,B7505,26-06-2025,0.85,2,26.6,42,Fruit,10,0
1001,Mangoes,B8752,19-06-2025,0.29,9,29.7,73,Fruit,7,0
1001,Spinach,B7504,26-06-2025,0.84,2,29.8,92,Leafy,5,0
1001,Carrots,B3544,25-06-2025,0.73,3,28.6,40,Root,14,0
1006,Tomatoes,B6068,24-06-2025,0.66,4,28.7,79,Fruit,6,0
1002,Carrots,B8260,23-06-2025,0.77,5,25.3,67,Root,14,0
1002,Beets,B3795,27-06-2025,0.8,1,36.1,78,Root,10,0
1001,Bananas,B6328,20-06-2025,0.38,8,30.2,70,Fruit,5,1
1004,Beets,B5463,19-06-2025,0.89,9,24.7,59,Root,10,0
1004,Apples,B9835,25-06-2025,0.58,3,31.5,83,Fruit,10,0
1005,Lettuce,B8126,23-06-2025,0.24,5,20.4,58,Leafy,4,0
1006,Beets,B6073,22-06-2025,0.84,6,32.2,71,Root,10,0
1004,Beets,B4721,15-06-2025,0.27,13,24.9,72,Root,10,0
1001,Lettuce,B6044,25-06-2025,0.57,3,38.7,73,Leafy,4,0
1004,Carrots,B3551,18-06-2025,0.61,10,27.6,63,Root,14,0
1001,Spinach,B9574,25-06-2025,0.66,3,34.5,67,Leafy,5,0
1003,Carrots,B8687,27-06-2025,0.59,1,37.6,65,Root,14,0
1006,Lettuce,B8816,25-06-2025,0.82,3,27.6,70,Leafy,4,0
1001,Tomatoes,B5799,24-06-2025,0.75,4,22.4,95,Fruit,6,0
1001,Beets,B7121,24-06-2025,0.89,4,28.4,48,Root,10,0
1004,Beets,B8161,21-06-2025,0.75,7,30.3,70,Root,10,0
1002,Apples,B7385,21-06-2025,0.73,7,32,86,Fruit,10,0
1002,Carrots,B2297,14-06-2025,0.79,14,25.8,85,Root,14,0
1006,Broccoli,B9464,23-06-2025,0.95,5,42.6,48,Leafy,6,0
1003,Beets,B5404,21-06-2025,0.74,7,21.7,73,Root,10,0
1002,Mangoes,B3988,25-06-2025,0.62,3,37.7,53,Fruit,7,0
1003,Mangoes,B8460,18-06-2025,0.13,10,28.1,35,Fruit,7,0
1004,Carrots,B9060,21-06-2025,0.81,7,21.7,65,Root,14,0
1003,Spinach,B3492,27-06-2025,0.39,1,28.7,89,Leafy,5,0
1005,Spinach,B4046,26-06-2025,0.75,2,26.5,64,Leafy,5,0
1003,Carrots,B3048,13-06-2025,0.3,15,31.9,44,Root,14,0
1006,Spinach,B4814,26-06-2025,0.79,2,19.2,55,Leafy,5,0
1002,Spinach,B9086,24-06-2025,0.63,4,32.5,65,Leafy,5,0
1003,Tomatoes,B6104,20-06-2025,0.16,8,26.1,67,Fruit,6,0
1003,Lettuce,B1519,25-06-2025,0.69,3,27.7,57,Leafy,4,0
1001,Apples,B1918,23-06-2025,0.8,5,27.9,63,Fruit,10,0
1004,Mangoes,B9899,20-06-2025,0.52,8,24.3,37,Fruit,7,0
1002,Broccoli,B5097,21-06-2025,0.38,7,27.3,60,Leafy,6,0
1001,Mangoes,B5078,21-06-2025,0.58,7,29,88,Fruit,7,0
1004,Broccoli,B1549,24-06-2025,0.82,4,33.4,43,Leafy,6,0
1004,Mangoes,B9538,24-06-2025,0.53,4,18.6,52,Fruit,7,0
1004,Tomatoes,B6113,22-06-2025,0.84,6,32.1,61,Fruit,6,0
1002,Spinach,B9534,26-06-2025,0.7,2,27.2,68,Leafy,5,0
1003,Lettuce,B5895,26-06-2025,0.81,2,23.5,69,Leafy,4,0
1003,Spinach,B4568,26-06-2025,0.84,2,28.3,75,Leafy,5,0
1002,Tomatoes,B6316,27-06-2025,0.99,1,29.6,70,Fruit,6,0
1002,Carrots,B2960,15-06-2025,0.59,13,30.7,71,Root,14,0
1002,Spinach,B1688,20-06-2025,0.32,8,25.9,68,Leafy,5,0
1006,Apples,B7084,15-06-2025,0.45,13,31.8,79,Fruit,10,1
1001,Broccoli,B3583,20-06-2025,0.28,8,33,69,Leafy,6,1
1001,Bananas,B1983,27-06-2025,0.56,1,31.3,50,Fruit,5,0
1003,Apples,B9787,15-06-2025,0.24,13,30.8,69,Fruit,10,1
1001,Apples,B8992,24-06-2025,0.52,4,34.2,73,Fruit,10,0
1003,Beets,B6690,15-06-2025,0.23,13,23.8,62,Root,10,0
1004,Broccoli,B1349,21-06-2025,0.26,7,30.5,59,Leafy,6,0
1003,Apples,B5107,27-06-2025,0.4,1,28.4,60,Fruit,10,0
1004,Lettuce,B5828,23-06-2025,0.36,5,27.2,90,Leafy,4,0
1006,Lettuce,B4109,23-06-2025,0.11,5,35.2,61,Leafy,4,1
1002,Beets,B6696,22-06-2025,0.83,6,30.3,82,Root,10,0
1006,Lettuce,B5510,21-06-2025,0.26,7,25.6,86,Leafy,4,0
1005,Beets,B3627,26-06-2025,0.68,2,30.9,83,Root,10,0
1005,Apples,B8362,23-06-2025,0.55,5,32.4,56,Fruit,10,0
1003,Beets,B7014,20-06-2025,0.68,8,30.3,42,Root,10,0
1001,Beets,B7210,16-06-2025,0.22,12,35.4,78,Root,10,1
1002,Spinach,B6965,24-06-2025,0.69,4,31,60,Leafy,5,0
1003,Mangoes,B9830,21-06-2025,0.9,7,29.2,68,Fruit,7,0
1002,Beets,B9151,15-06-2025,0.41,13,26.9,88,Root,10,0
1005,Apples,B5638,22-06-2025,0.47,6,36.5,59,Fruit,10,0
1004,Bananas,B2809,26-06-2025,0.66,2,22.4,58,Fruit,5,0
1005,Mangoes,B1717,25-06-2025,0.54,3,27.6,62,Fruit,7,0
1002,Spinach,B4310,26-06-2025,0.84,2,30.8,69,Leafy,5,0
1004,Broccoli,B2617,27-06-2025,0.54,1,26.5,91,Leafy,6,0
1005,Tomatoes,B9026,19-06-2025,0.23,9,36.6,61,Fruit,6,1
1005,Carrots,B1804,16-06-2025,0.7,12,34.3,84,Root,14,0
1002,Mangoes,B1214,24-06-2025,0.68,4,28.4,64,Fruit,7,0
1006,Lettuce,B2310,24-06-2025,0.75,4,33.6,65,Leafy,4,0
1006,Spinach,B6913,21-06-2025,0.36,7,36.6,70,Leafy,5,1
1003,Spinach,B5355,27-06-2025,0.75,1,23.9,30,Leafy,5,0
1006,Mangoes,B5979,26-06-2025,0.76,2,29.6,57,Fruit,7,0
1002,Beets,B2591,26-06-2025,0.74,2,29.8,81,Root,10,0
1006,Broccoli,B9710,21-06-2025,0.31,7,27,79,Leafy,6,0
1002,Broccoli,B9621,24-06-2025,0.67,4,32.1,57,Leafy,6,0
1005,Apples,B7802,16-06-2025,0.24,12,30.3,65,Fruit,10,1
1001,Bananas,B8515,21-06-2025,0.35,7,28.9,37,Fruit,5,0
1001,Apples,B3955,19-06-2025,0.64,9,33.2,60,Fruit,10,0
1004,Beets,B6529,17-06-2025,0.28,11,33.9,54,Root,10,0
1002,Beets,B8258,22-06-2025,0.47,6,29.4,57,Root,10,0
1003,Beets,B6319,22-06-2025,0.56,6,29.3,72,Root,10,0
1004,Tomatoes,B6299,24-06-2025,0.7,4,31.2,92,Fruit,6,0
1005,Beets,B4504,21-06-2025,0.65,7,31.1,57,Root,10,0
1005,Carrots,B6898,13-06-2025,0.22,15,27.7,57,Root,14,0
1004,Tomatoes,B1003,27-06-2025,0.75,1,39.4,54,Fruit,6,0
1003,Spinach,B9480,25-06-2025,0.64,3,29.7,70,Leafy,5,0
1003,Spinach,B5920,24-06-2025,0.74,4,35.1,30,Leafy,5,0
1002,Bananas,B1355,23-06-2025,0.34,5,28,81,Fruit,5,0
1005,Beets,B3534,26-06-2025,0.47,2,18,73,Root,10,0
1001,Lettuce,B6827,26-06-2025,0.74,2,25.6,50,Leafy,4,0
1002,Carrots,B7014,20-06-2025,0.55,8,30.4,55,Root,14,0
1002,Carrots,B5920,25-06-2025,0.77,3,18.6,52,Root,14,0
1005,Tomatoes,B4562,26-06-2025,0.53,2,29,56,Fruit,6,0
1006,Bananas,B8905,25-06-2025,0.82,3,22.6,65,Fruit,5,0
1004,Mangoes,B5921,27-06-2025,0.78,1,37.4,57,Fruit,7,0
1006,Tomatoes,B2285,27-06-2025,0.75,1,22.8,30,Fruit,6,0
1003,Bananas,B8115,21-06-2025,0.38,7,30,82,Fruit,5,0
1001,Broccoli,B1187,21-06-2025,0.16,7,32.1,93,Leafy,6,1
1001,Carrots,B9591,26-06-2025,0.76,2,31.1,65,Root,14,0
1003,Beets,B3450,22-06-2025,0.46,6,35.4,55,Root,10,0
1005,Broccoli,B3509,27-06-2025,0.78,1,23.7,47,Leafy,6,0
1006,Tomatoes,B8300,19-06-2025,0.44,9,28.6,86,Fruit,6,0
1001,Broccoli,B8076,23-06-2025,0.69,5,22.6,78,Leafy,6,0
1004,Apples,B3165,22-06-2025,0.61,6,32.8,65,Fruit,10,0
1001,Lettuce,B1807,23-06-2025,0.15,5,30.7,97,Leafy,4,1
1004,Carrots,B2393,15-06-2025,0.77,13,29.8,81,Root,14,0
1005,Tomatoes,B3136,25-06-2025,0.73,3,30.8,48,Fruit,6,0
1004,Beets,B4245,20-06-2025,0.74,8,34.1,52,Root,10,0
1004,Broccoli,B9589,24-06-2025,0.91,4,29.6,51,Leafy,6,0
1002,Mangoes,B5362,21-06-2025,0.85,7,28.9,76,Fruit,7,0
1003,Mangoes,B2843,21-06-2025,0.66,7,29.8,72,Fruit,7,0
1004,Bananas,B6706,24-06-2025,0.74,4,22,48,Fruit,5,0
1003,Bananas,B1396,23-06-2025,0.84,5,29.5,57,Fruit,5,0
1002,Bananas,B8245,25-06-2025,0.5,3,25.7,34,Fruit,5,0
1004,Spinach,B4825,24-06-2025,0.68,4,27.6,50,Leafy,5,0
1006,Bananas,B3555,26-06-2025,0.69,2,31.5,96,Fruit,5,0
1001,Spinach,B4982,25-06-2025,0.47,3,34.6,79,Leafy,5,0
1003,Spinach,B6624,26-06-2025,0.58,2,30.8,58,Leafy,5,0
1003,Lettuce,B8719,27-06-2025,0.73,1,36,74,Leafy,4,0
1003,Broccoli,B9814,24-06-2025,0.78,4,28.3,42,Leafy,6,0
1002,Beets,B9573,15-06-2025,0.28,13,34.8,42,Root,10,0
1003,Beets,B8913,18-06-2025,0.54,10,30.5,50,Root,10,0
1006,Apples,B1301,21-06-2025,0.58,7,28.3,44,Fruit,10,0
1005,Beets,B1712,23-06-2025,0.55,5,32.8,45,Root,10,0
1002,Spinach,B5653,24-06-2025,0.46,4,27.5,75,Leafy,5,0
1006,Carrots,B1869,13-06-2025,0.28,15,28.1,65,Root,14,0
1006,Spinach,B2091,21-06-2025,0.13,7,32,70,Leafy,5,1
1006,Carrots,B6901,24-06-2025,0.64,4,34,48,Root,14,0
1001,Carrots,B7332,20-06-2025,0.87,8,30.6,59,Root,14,0
1004,Beets,B2631,22-06-2025,0.7,6,29.6,83,Root,10,0
1004,Beets,B2442,25-06-2025,0.54,3,26.9,80,Root,10,0
1002,Beets,B8503,19-06-2025,0.61,9,33.6,90,Root,10,0
1006,Spinach,B1651,24-06-2025,0.64,4,32.7,47,Leafy,5,0
1005,Carrots,B6465,12-06-2025,0.38,16,30.8,72,Root,14,1
1004,Apples,B1301,22-06-2025,0.6,6,23.4,72,Fruit,10,0
1006,Bananas,B6822,23-06-2025,0.39,5,28.7,79,Fruit,5,0
1002,Beets,B5519,15-06-2025,0.32,13,37.8,80,Root,10,1
1001,Carrots,B7343,27-06-2025,0.6,1,30.1,64,Root,14,0
1005,Carrots,B4695,23-06-2025,0.46,5,26.2,56,Root,14,0
1003,Tomatoes,B3248,26-06-2025,0.39,2,30.2,61,Fruit,6,0
1006,Tomatoes,B9531,24-06-2025,0.45,4,31.6,75,Fruit,6,0
1004,Broccoli,B3502,21-06-2025,0.32,7,28.7,73,Leafy,6,0
1003,Bananas,B8359,25-06-2025,0.8,3,31.2,52,Fruit,5,0
1002,Apples,B9869,17-06-2025,0.33,11,34.8,56,Fruit,10,0
1002,Apples,B6062,16-06-2025,0.51,12,27.9,65,Fruit,10,0
1006,Beets,B3215,21-06-2025,0.6,7,30.9,38,Root,10,0
1002,Apples,B6201,26-06-2025,0.62,2,25.6,67,Fruit,10,0
1005,Beets,B2939,25-06-2025,0.85,3,32.6,30,Root,10,0
1003,Apples,B1483,15-06-2025,0.5,13,31.2,53,Fruit,10,0
1003,Tomatoes,B7737,23-06-2025,0.72,5,30.7,54,Fruit,6,0
1004,Carrots,B3489,21-06-2025,0.73,7,27.6,58,Root,14,0
1001,Apples,B4026,27-06-2025,0.6,1,24.3,67,Fruit,10,0
1005,Carrots,B4783,20-06-2025,0.79,8,32.1,77,Root,14,0
1002,Spinach,B6886,26-06-2025,0.75,2,27.9,77,Leafy,5,0
1006,Lettuce,B3196,23-06-2025,0.16,5,26.4,50,Leafy,4,0
1005,Lettuce,B7126,26-06-2025,0.86,2,33.8,72,Leafy,4,0
1004,Lettuce,B8763,26-06-2025,0.86,2,26.5,70,Leafy,4,0
1002,Broccoli,B4707,27-06-2025,0.68,1,33.4,63,Leafy,6,0
1004,Spinach,B5421,21-06-2025,0.26,7,32.2,78,Leafy,5,1
1002,Broccoli,B4351,26-06-2025,0.6,2,29.8,49,Leafy,6,0
1002,Lettuce,B9027,22-06-2025,0.1,6,30.8,74,Leafy,4,1
1003,Lettuce,B5043,24-06-2025,0.74,4,22.2,59,Leafy,4,0
1004,Spinach,B7232,22-06-2025,0.1,6,35.5,48,Leafy,5,0
1004,Beets,B9605,17-06-2025,0.43,11,33.8,51,Root,10,0
1006,Spinach,B9530,26-06-2025,0.53,2,31.4,52,Leafy,5,0
1004,Lettuce,B1694,26-06-2025,0.72,2,28.1,38,Leafy,4,0
1005,Beets,B7481,16-06-2025,0.1,12,30.9,56,Root,10,0
1001,Beets,B7347,19-06-2025,0.62,9,32.8,82,Root,10,0
1006,Spinach,B4110,23-06-2025,0.66,5,28.6,72,Leafy,5,0
1004,Tomatoes,B5989,23-06-2025,0.5,5,30.9,73,Fruit,6,0
1004,Apples,B7921,23-06-2025,0.8,5,22.3,53,Fruit,10,0
1005,Spinach,B9470,25-06-2025,0.57,3,30.4,72,Leafy,5,0
1004,Lettuce,B2481,22-06-2025,0.45,6,28,57,Leafy,4,0
1005,Mangoes,B3945,18-06-2025,0.41,10,31.2,84,Fruit,7,1
1006,Beets,B3216,21-06-2025,0.74,7,25.4,45,Root,10,0
1004,Bananas,B8387,27-06-2025,0.47,1,32.6,82,Fruit,5,0
1002,Lettuce,B4308,24-06-2025,0.98,4,33.4,82,Leafy,4,0
1001,Carrots,B6309,22-06-2025,0.61,6,25.4,77,Root,14,0
1006,Mangoes,B2494,26-06-2025,0.76,2,30.4,70,Fruit,7,0
1006,Lettuce,B6946,27-06-2025,0.75,1,35.1,84,Leafy,4,0
1005,Tomatoes,B9383,25-06-2025,0.78,3,33.4,72,Fruit,6,0
1004,Beets,B7235,27-06-2025,0.63,1,33,44,Root,10,0
1002,Bananas,B3459,25-06-2025,0.86,3,25.2,69,Fruit,5,0
1002,Apples,B1840,21-06-2025,0.57,7,32.2,64,Fruit,10,0
1003,Carrots,B8311,18-06-2025,0.46,10,31.7,56,Root,14,0
1006,Apples,B2926,25-06-2025,0.83,3,30,70,Fruit,10,0
1002,Spinach,B5146,27-06-2025,0.56,1,27.6,58,Leafy,5,0
1004,Lettuce,B9169,23-06-2025,0.39,5,36.7,52,Leafy,4,0
1001,Lettuce,B4897,26-06-2025,0.86,2,21.3,47,Leafy,4,0
1005,Lettuce,B8434,24-06-2025,0.56,4,24.6,41,Leafy,4,0
1004,Mangoes,B1107,24-06-2025,0.76,4,29.1,70,Fruit,7,0
1005,Carrots,B4401,26-06-2025,0.8,2,31.1,74,Root,14,0
1002,Apples,B1902,17-06-2025,0.29,11,25.3,80,Fruit,10,0
1003,Spinach,B3381,27-06-2025,0.61,1,26.3,62,Leafy,5,0
1006,Carrots,B6424,25-06-2025,0.56,3,28.3,70,Root,14,0
1001,Mangoes,B7831,25-06-2025,0.75,3,26.4,57,Fruit,7,0
1002,Carrots,B3906,13-06-2025,0.41,15,32,96,Root,14,1
1006,Bananas,B1587,26-06-2025,0.88,2,34.6,44,Fruit,5,0
1003,Bananas,B7038,21-06-2025,0.38,7,29.8,56,Fruit,5,0
1001,Tomatoes,B2063,23-06-2025,0.73,5,33.8,72,Fruit,6,0
1004,Apples,B2999,16-06-2025,0.21,12,33,55,Fruit,10,0
1003,Bananas,B9635,21-06-2025,0.32,7,28.8,61,Fruit,5,0
1005,Broccoli,B4425,27-06-2025,0.81,1,25.8,94,Leafy,6,0
1001,Beets,B2436,20-06-2025,0.43,8,27.6,70,Root,10,0
1006,Carrots,B7996,17-06-2025,0.79,11,29.6,64,Root,14,0
1003,Beets,B6797,25-06-2025,0.76,3,29.1,85,Root,10,0
1005,Lettuce,B9514,22-06-2025,0.38,6,33.5,50,Leafy,4,0
1006,Lettuce,B9069,21-06-2025,0.29,7,28.8,49,Leafy,4,0
1002,Broccoli,B5759,24-06-2025,0.75,4,27.8,74,Leafy,6,0
1001,Mangoes,B1392,20-06-2025,0.19,8,36.9,51,Fruit,7,0
1006,Mangoes,B4396,18-06-2025,0.32,10,33.2,56,Fruit,7,0
1004,Tomatoes,B1745,22-06-2025,0.83,6,25.1,86,Fruit,6,0
1003,Beets,B4478,27-06-2025,0.7,1,27.6,60,Root,10,0
1006,Broccoli,B5614,23-06-2025,0.82,5,27.7,53,Leafy,6,0
1001,Carrots,B5919,11-06-2025,0.28,17,25.3,92,Root,14,0
1005,Bananas,B1100,26-06-2025,0.62,2,33.3,68,Fruit,5,0
1006,Bananas,B6592,21-06-2025,0.2,7,30,76,Fruit,5,0
1006,Spinach,B3877,24-06-2025,0.67,4,34.8,80,Leafy,5,0
1003,Bananas,B8849,20-06-2025,0.39,8,28.2,48,Fruit,5,0
1001,Apples,B8888,25-06-2025,0.61,3,30.8,73,Fruit,10,0
1006,Lettuce,B9797,25-06-2025,0.37,3,30,67,Leafy,4,0
1004,Tomatoes,B1917,19-06-2025,0.27,9,35.2,71,Fruit,6,1
1003,Bananas,B9779,27-06-2025,0.9,1,29.1,79,Fruit,5,0
1002,Bananas,B6793,26-06-2025,0.95,2,35.2,48,Fruit,5,0
1002,Carrots,B1510,17-06-2025,0.66,11,28.6,72,Root,14,0
1004,Beets,B3719,18-06-2025,0.8,10,26.6,66,Root,10,0
1005,Tomatoes,B4070,26-06-2025,0.4,2,35.8,57,Fruit,6,0
1003,Bananas,B1518,23-06-2025,0.71,5,28.8,82,Fruit,5,0
1004,Mangoes,B9143,24-06-2025,0.3,4,29.9,63,Fruit,7,0
1003,Lettuce,B5958,26-06-2025,0.63,2,36.9,51,Leafy,4,0
1005,Carrots,B3867,24-06-2025,0.82,4,31.4,83,Root,14,0
1003,Spinach,B4311,26-06-2025,0.6,2,27.1,81,Leafy,5,0
1004,Beets,B1408,15-06-2025,0.34,13,23.8,56,Root,10,0
1004,Beets,B3524,24-06-2025,0.76,4,33.4,54,Root,10,0
1003,Lettuce,B9579,25-06-2025,0.3,3,32.1,46,Leafy,4,0
1003,Apples,B2609,19-06-2025,0.4,9,18.7,77,Fruit,10,0
1006,Apples,B4361,16-06-2025,0.31,12,29.1,85,Fruit,10,0
1001,Lettuce,B7350,22-06-2025,0.36,6,36.5,44,Leafy,4,0
1005,Mangoes,B1067,23-06-2025,0.69,5,23.5,61,Fruit,7,0
1001,Mangoes,B6460,20-06-2025,0.28,8,32.5,65,Fruit,7,1
1001,Mangoes,B9529,23-06-2025,0.79,5,32.8,97,Fruit,7,0
1001,Carrots,B4438,17-06-2025,0.65,11,26.2,68,Root,14,0
1002,Broccoli,B5695,23-06-2025,0.58,5,35.9,60,Leafy,6,0
1005,Bananas,B8227,26-06-2025,0.62,2,28.1,75,Fruit,5,0
1003,Apples,B3580,23-06-2025,0.68,5,27.4,89,Fruit,10,0
