Store_ID,SKU,Batch_ID,Arrival_Date,Sell_Through_Percent,Days_Since_Arrival,Temperature,Humidity,Category,Shelf_Life,Spoiled,SKU_Code,Category_Code,Marked_Down,Spoilage_Probability
1002,Lettuce,B7322,2025-06-27,0.69,1,24.2,51,Leafy,4,0,5,1,False,2.8171035e-05
1002,Lettuce,B2163,2025-06-23,0.2,5,30.8,66,Leafy,4,1,5,1,False,0.9835292
1001,Bananas,B6185,2025-06-25,0.59,3,30.7,56,Fruit,5,0,1,0,False,3.775367e-05
1004,Tomatoes,B6986,2025-06-19,0.27,9,36.7,85,Fruit,6,1,8,0,True,0.9997814
1006,Apples,B8717,2025-06-15,0.17,13,33.3,77,Fruit,10,1,0,0,False,0.99928266
1001,Spinach,B2106,2025-06-27,0.53,1,33.3,88,Leafy,5,0,7,1,False,0.00050592556
1003,Broccoli,B1652,2025-06-27,0.53,1,26.3,80,Leafy,6,0,3,1,False,3.2039778e-05
1004,Beets,B5693,2025-06-17,0.33,11,32.2,70,Root,10,1,2,2,False,0.98988473
1006,Beets,B7806,2025-06-21,0.76,7,24.7,80,Root,10,0,2,2,False,8.6858e-06
1006,Tomatoes,B2350,2025-06-19,0.42,9,29.1,64,Fruit,6,0,8,0,False,0.0016037014
1005,Apples,B5546,2025-06-26,0.47,2,32.1,73,Fruit,10,0,0,0,False,4.1894797e-05
1003,Mangoes,B9377,2025-06-24,0.69,4,34.5,59,Fruit,7,0,6,0,False,4.6008514e-05
1002,Beets,B6353,2025-06-21,0.78,7,25.9,64,Root,10,0,2,2,False,9.9196905e-06
1005,Mangoes,B6081,2025-06-21,0.67,7,30.9,59,Fruit,7,0,6,0,False,0.000121379046
1006,Broccoli,B1948,2025-06-24,0.68,4,33.3,58,Leafy,6,0,3,1,False,2.04651e-05
1001,Tomatoes,B2900,2025-06-20,0.14,8,37.0,85,Fruit,6,1,8,0,False,0.99968314
1005,Spinach,B6067,2025-06-25,0.51,3,32.8,57,Leafy,5,0,7,1,False,6.321636e-05
1001,Spinach,B3248,2025-06-27,0.74,1,31.2,61,Leafy,5,0,7,1,False,3.317507e-05
1002,Lettuce,B6680,2025-06-23,0.22,5,27.2,51,Leafy,4,0,5,1,False,0.0001533163
1005,Carrots,B3735,2025-06-16,0.58,12,29.7,54,Root,14,0,4,2,False,2.6817012e-05
1002,Carrots,B2934,2025-06-27,0.8,1,35.9,56,Root,14,0,4,2,False,2.1257763e-05
1003,Tomatoes,B5456,2025-06-19,0.32,9,32.0,72,Fruit,6,1,8,0,False,0.99982363
1001,Carrots,B2262,2025-06-12,0.31,16,33.0,72,Root,14,1,4,2,False,0.99809414
1004,Beets,B6900,2025-06-27,0.51,1,33.5,78,Root,10,0,2,2,False,9.8301225e-06
1004,Apples,B7024,2025-06-25,0.59,3,30.2,75,Fruit,10,0,0,0,False,1.3696172e-05
1003,Mangoes,B2889,2025-06-24,0.67,4,34.3,100,Fruit,7,0,6,0,False,7.806724e-05
1006,Beets,B1042,2025-06-27,0.58,1,24.5,69,Root,10,0,2,2,False,7.793559e-06
1001,Broccoli,B1753,2025-06-20,0.37,8,29.1,86,Leafy,6,0,3,1,False,0.0004352012
1003,Tomatoes,B3458,2025-06-25,0.5,3,32.8,55,Fruit,6,0,8,0,False,7.032264e-05
1001,Beets,B7870,2025-06-24,0.96,4,38.0,53,Root,10,0,2,2,False,3.235783e-05
1003,Broccoli,B7819,2025-06-22,0.62,6,33.4,59,Leafy,6,0,3,1,False,0.00011926853
1003,Mangoes,B7108,2025-06-26,0.69,2,30.1,36,Fruit,7,0,6,0,False,2.0916807e-05
1005,Spinach,B3938,2025-06-24,0.7,4,27.2,57,Leafy,5,0,7,1,False,1.893291e-05
1005,Spinach,B7568,2025-06-26,0.92,2,25.0,77,Leafy,5,0,7,1,False,3.1759668e-05
1004,Carrots,B6090,2025-06-17,0.66,11,28.9,76,Root,14,0,4,2,False,5.4299722e-05
1001,Beets,B8483,2025-06-27,0.75,1,32.3,79,Root,10,0,2,2,False,1.2295606e-05
1003,Broccoli,B5777,2025-06-23,0.65,5,27.6,48,Leafy,6,0,3,1,False,1.6468372e-05
1006,Broccoli,B8600,2025-06-22,0.58,6,41.8,83,Leafy,6,0,3,1,False,0.00138952
1005,Lettuce,B4201,2025-06-22,0.16,6,24.7,72,Leafy,4,0,5,1,False,0.0014168579
1005,Broccoli,B3466,2025-06-27,0.78,1,32.2,61,Leafy,6,0,3,1,False,2.170344e-05
1004,Spinach,B4817,2025-06-22,0.29,6,31.3,66,Leafy,5,1,7,1,False,0.99420565
1006,Spinach,B6488,2025-06-27,0.37,1,29.1,52,Leafy,5,0,7,1,False,4.2638847e-05
1006,Tomatoes,B6038,2025-06-26,0.73,2,41.9,70,Fruit,6,0,8,0,False,0.00018398937
1002,Beets,B4902,2025-06-21,0.65,7,33.7,72,Root,10,0,2,2,False,3.461167e-05
1004,Spinach,B3332,2025-06-23,0.76,5,32.4,95,Leafy,5,0,7,1,False,0.00013427525
1001,Spinach,B4792,2025-06-21,0.19,7,31.9,51,Leafy,5,0,7,1,False,0.0021696764
1006,Bananas,B8511,2025-06-26,0.78,2,26.3,58,Fruit,5,0,1,0,False,2.5695792e-05
1005,Mangoes,B9280,2025-06-25,0.66,3,33.9,78,Fruit,7,0,6,0,False,7.806724e-05
1006,Tomatoes,B2226,2025-06-27,0.51,1,30.2,54,Fruit,6,0,8,0,False,5.357357e-05
1004,Apples,B4879,2025-06-23,0.51,5,29.1,60,Fruit,10,0,0,0,False,1.8205115e-05
1003,Bananas,B7438,2025-06-22,0.54,6,31.7,44,Fruit,5,0,1,0,False,0.0008986309
1003,Lettuce,B5455,2025-06-26,0.62,2,34.1,96,Leafy,4,0,5,1,False,0.0005475513
1001,Broccoli,B3230,2025-06-26,0.46,2,22.5,93,Leafy,6,0,3,1,False,4.7395002e-05
1002,Mangoes,B3693,2025-06-20,0.34,8,26.5,73,Fruit,7,0,6,0,False,0.00035172116
1004,Bananas,B7660,2025-06-26,0.3,2,30.0,69,Fruit,5,0,1,0,False,0.00012454773
1005,Bananas,B4401,2025-06-20,0.39,8,25.9,66,Fruit,5,0,1,0,False,0.001661582
1003,Lettuce,B5341,2025-06-21,0.21,7,31.0,51,Leafy,4,0,5,1,False,0.0030344203
1001,Mangoes,B3582,2025-06-23,0.64,5,26.0,74,Fruit,7,0,6,0,False,2.3043442e-05
1006,Spinach,B4522,2025-06-22,0.39,6,29.1,65,Leafy,5,0,7,1,False,0.00029842384
1002,Mangoes,B5066,2025-06-22,0.48,6,28.8,64,Fruit,7,0,6,0,False,0.00012224719
1004,Beets,B1802,2025-06-17,0.56,11,25.6,86,Root,10,0,2,2,False,5.8073605e-05
1003,Carrots,B3848,2025-06-27,0.85,1,31.1,91,Root,14,0,4,2,False,1.131773e-05
1004,Lettuce,B5093,2025-06-27,0.76,1,31.6,64,Leafy,4,0,5,1,False,0.0001539659
1004,Mangoes,B3290,2025-06-26,0.88,2,34.4,55,Fruit,7,0,6,0,False,4.6008514e-05
1001,Spinach,B4641,2025-06-25,0.5,3,29.2,52,Leafy,5,0,7,1,False,2.9695108e-05
1002,Tomatoes,B7098,2025-06-26,0.69,2,34.9,58,Fruit,6,0,8,0,False,7.17542e-05
1005,Carrots,B2228,2025-06-27,0.69,1,30.2,77,Root,14,0,4,2,False,8.573735e-06
1001,Broccoli,B8265,2025-06-25,0.36,3,27.6,68,Leafy,6,0,3,1,False,6.520098e-05
1001,Bananas,B3007,2025-06-27,0.88,1,28.0,36,Fruit,5,0,1,0,False,2.5695792e-05
1004,Spinach,B3752,2025-06-21,0.36,7,27.5,47,Leafy,5,0,7,1,False,0.00013779344
1006,Tomatoes,B9128,2025-06-27,0.61,1,29.3,55,Fruit,6,0,8,0,False,2.484254e-05
1004,Tomatoes,B3831,2025-06-22,0.37,6,33.6,84,Fruit,6,0,8,0,False,0.09016356
1002,Apples,B5505,2025-06-23,0.8,5,25.4,61,Fruit,10,0,0,0,False,1.14864115e-05
1004,Apples,B1567,2025-06-18,0.7,10,32.4,75,Fruit,10,0,0,0,False,0.0004360371
1005,Broccoli,B5835,2025-06-20,0.23,8,30.3,71,Leafy,6,1,3,1,False,0.9988318
1004,Beets,B8848,2025-06-27,0.92,1,32.8,76,Root,10,0,2,2,False,1.100957e-05
1001,Carrots,B7275,2025-06-23,0.71,5,35.6,71,Root,14,0,4,2,False,4.0394232e-05
1004,Broccoli,B9614,2025-06-24,0.57,4,35.6,75,Leafy,6,0,3,1,False,7.806554e-05
1006,Beets,B1319,2025-06-21,0.63,7,28.1,69,Root,10,0,2,2,False,9.391376e-06
1006,Bananas,B8859,2025-06-20,0.35,8,30.8,69,Fruit,5,1,1,0,False,0.99908805
1003,Beets,B6269,2025-06-21,0.95,7,34.3,67,Root,10,0,2,2,False,3.0067491e-05
1003,Apples,B1427,2025-06-22,0.84,6,25.9,70,Fruit,10,0,0,0,False,1.7105811e-05
1005,Broccoli,B1480,2025-06-23,0.97,5,29.1,52,Leafy,6,0,3,1,False,1.6468372e-05
1001,Lettuce,B9674,2025-06-25,0.6,3,25.6,53,Leafy,4,0,5,1,False,2.8171035e-05
1005,Broccoli,B3615,2025-06-26,0.64,2,24.4,65,Leafy,6,0,3,1,False,1.7281585e-05
1002,Broccoli,B5366,2025-06-19,0.39,9,26.4,87,Leafy,6,0,3,1,False,0.0007372599
1006,Spinach,B4594,2025-06-21,0.35,7,34.1,55,Leafy,5,0,7,1,False,0.00158608
1003,Apples,B3885,2025-06-24,0.83,4,25.6,78,Fruit,10,0,0,0,False,1.23148275e-05
1005,Bananas,B6878,2025-06-27,0.73,1,32.2,47,Fruit,5,0,1,0,False,3.775367e-05
1006,Bananas,B3328,2025-06-24,0.57,4,32.4,50,Fruit,5,0,1,0,False,3.775367e-05
1004,Beets,B6063,2025-06-25,0.77,3,24.5,77,Root,10,0,2,2,False,7.208026e-06
1004,Spinach,B2478,2025-06-27,0.52,1,32.2,74,Leafy,5,0,7,1,False,0.00071261264
1002,Broccoli,B1326,2025-06-19,0.23,9,32.3,68,Leafy,6,1,3,1,False,0.999762
1004,Spinach,B6435,2025-06-24,0.62,4,26.0,35,Leafy,5,0,7,1,False,1.893291e-05
1002,Bananas,B3907,2025-06-22,0.33,6,23.7,66,Fruit,5,0,1,0,False,0.00055403746
1001,Spinach,B3420,2025-06-25,0.66,3,32.7,60,Leafy,5,0,7,1,False,3.12009e-05
1001,Beets,B6978,2025-06-26,0.65,2,32.9,70,Root,10,0,2,2,False,9.391143e-06
1003,Tomatoes,B2655,2025-06-22,0.75,6,31.9,41,Fruit,6,0,8,0,False,0.00025418182
1003,Bananas,B3235,2025-06-25,0.81,3,32.4,49,Fruit,5,0,1,0,False,3.775367e-05
1006,Tomatoes,B8982,2025-06-22,0.66,6,29.8,62,Fruit,6,0,8,0,False,0.00018391236
1002,Beets,B6846,2025-06-24,0.75,4,35.7,81,Root,10,0,2,2,False,2.9223647e-05
1006,Apples,B7199,2025-06-23,0.5,5,32.5,84,Fruit,10,0,0,0,False,4.065319e-05
1006,Carrots,B3086,2025-06-22,0.76,6,34.4,95,Root,14,0,4,2,False,2.8072047e-05
1006,Spinach,B7415,2025-06-27,0.85,1,31.0,80,Leafy,5,0,7,1,False,7.021476e-05
1002,Bananas,B4619,2025-06-26,0.72,2,30.1,59,Fruit,5,0,1,0,False,2.8607692e-05
1004,Apples,B6425,2025-06-16,0.46,12,26.7,87,Fruit,10,0,0,0,False,0.0011744961
1001,Broccoli,B6682,2025-06-22,0.77,6,24.4,70,Leafy,6,0,3,1,False,9.5751064e-05
1002,Mangoes,B6500,2025-06-20,0.1,8,32.5,78,Fruit,7,1,6,0,False,0.9987471
1001,Carrots,B4435,2025-06-20,0.61,8,30.5,94,Root,14,0,4,2,False,2.6108497e-05
1006,Mangoes,B6742,2025-06-23,0.62,5,25.8,87,Fruit,7,0,6,0,False,2.4645036e-05
1001,Spinach,B1788,2025-06-21,0.5,7,30.0,80,Leafy,5,0,7,1,False,0.00088748103
1004,Tomatoes,B3725,2025-06-21,0.43,7,27.0,57,Fruit,6,0,8,0,False,0.00016613111
1004,Tomatoes,B6754,2025-06-19,0.42,9,36.7,73,Fruit,6,1,8,0,False,0.999074
1004,Mangoes,B8855,2025-06-18,0.21,10,37.9,57,Fruit,7,0,6,0,False,0.0020648951
1006,Broccoli,B3664,2025-06-20,0.27,8,31.4,88,Leafy,6,1,3,1,False,0.99950564
1001,Spinach,B5831,2025-06-27,0.83,1,31.7,71,Leafy,5,0,7,1,False,6.651902e-05
1003,Carrots,B2715,2025-06-25,0.71,3,32.2,30,Root,14,0,4,2,False,1.0223159e-05
1003,Apples,B7151,2025-06-25,0.66,3,31.0,47,Fruit,10,0,0,0,False,1.4732672e-05
1006,Mangoes,B9962,2025-06-26,0.76,2,29.2,91,Fruit,7,0,6,0,False,2.3035049e-05
1003,Lettuce,B1507,2025-06-24,0.94,4,28.1,62,Leafy,4,0,5,1,False,4.875883e-05
1006,Apples,B8113,2025-06-25,0.69,3,28.2,67,Fruit,10,0,0,0,False,1.1762839e-05
1001,Mangoes,B6424,2025-06-24,0.59,4,25.5,74,Fruit,7,0,6,0,False,2.153808e-05
1002,Tomatoes,B9849,2025-06-23,0.79,5,26.8,78,Fruit,6,0,8,0,False,3.096002e-05
1006,Carrots,B5872,2025-06-20,0.61,8,31.0,77,Root,14,0,4,2,False,3.0022593e-05
1001,Spinach,B7437,2025-06-20,0.3,8,31.8,57,Leafy,5,0,7,1,False,0.0028194268
1002,Spinach,B6911,2025-06-27,0.67,1,29.2,53,Leafy,5,0,7,1,False,1.893291e-05
1004,Mangoes,B5825,2025-06-18,0.28,10,23.8,57,Fruit,7,0,6,0,False,0.00016127415
1004,Broccoli,B2589,2025-06-27,0.66,1,29.0,61,Leafy,6,0,3,1,False,1.5773037e-05
1002,Apples,B5781,2025-06-26,0.69,2,31.9,78,Fruit,10,0,0,0,False,2.077873e-05
1004,Mangoes,B6052,2025-06-21,0.6,7,25.2,49,Fruit,7,0,6,0,False,6.829002e-05
1004,Lettuce,B5341,2025-06-27,0.63,1,28.6,53,Leafy,4,0,5,1,False,2.8171035e-05
1006,Beets,B7349,2025-06-25,0.51,3,28.2,67,Root,10,0,2,2,False,1.12168555e-05
1003,Tomatoes,B7052,2025-06-25,0.79,3,27.8,58,Fruit,6,0,8,0,False,2.484254e-05
1004,Spinach,B5313,2025-06-20,0.21,8,29.9,52,Leafy,5,0,7,1,False,0.00021594838
1004,Carrots,B4706,2025-06-19,0.79,9,22.9,59,Root,14,0,4,2,False,1.0002697e-05
1005,Spinach,B3476,2025-06-26,0.75,2,30.7,100,Leafy,5,0,7,1,False,6.861922e-05
1001,Bananas,B9871,2025-06-21,0.33,7,26.0,63,Fruit,5,0,1,0,False,0.00083851296
1005,Broccoli,B1999,2025-06-21,0.12,7,29.7,52,Leafy,6,0,3,1,False,0.000114625815
1005,Tomatoes,B9773,2025-06-20,0.39,8,27.8,63,Fruit,6,0,8,0,False,0.00066242873
1005,Broccoli,B8803,2025-06-23,0.6,5,37.0,60,Leafy,6,0,3,1,False,6.8892565e-05
1001,Tomatoes,B1568,2025-06-19,0.48,9,33.3,72,Fruit,6,1,8,0,False,0.9978715
1005,Beets,B3415,2025-06-26,0.76,2,31.6,36,Root,10,0,2,2,False,1.0223159e-05
1004,Apples,B3738,2025-06-24,0.66,4,33.4,64,Fruit,10,0,0,0,False,1.1997869e-05
1002,Apples,B1699,2025-06-21,0.49,7,29.8,90,Fruit,10,0,0,0,False,3.013466e-05
1001,Tomatoes,B4308,2025-06-25,0.89,3,29.8,79,Fruit,6,0,8,0,False,2.8937504e-05
1005,Carrots,B6238,2025-06-25,0.65,3,23.2,51,Root,14,0,4,2,False,7.5139533e-06
1001,Tomatoes,B7510,2025-06-19,0.46,9,28.9,61,Fruit,6,0,8,0,False,0.0022387966
1003,Carrots,B9514,2025-06-13,0.27,15,37.6,89,Root,14,1,4,2,False,0.9983815
1001,Beets,B7874,2025-06-26,0.99,2,29.4,69,Root,10,0,2,2,False,7.793559e-06
1004,Apples,B3428,2025-06-18,0.47,10,35.9,47,Fruit,10,0,0,0,False,0.00035692978
1005,Mangoes,B2730,2025-06-18,0.32,10,25.6,56,Fruit,7,0,6,0,False,0.00016127415
1001,Carrots,B9775,2025-06-16,0.57,12,27.6,56,Root,14,0,4,2,False,2.6817012e-05
1004,Carrots,B7275,2025-06-12,0.25,16,33.3,48,Root,14,0,4,2,False,0.0010999679
1005,Lettuce,B1613,2025-06-26,0.73,2,34.9,57,Leafy,4,0,5,1,False,0.00013303166
1003,Tomatoes,B3356,2025-06-21,0.23,7,29.1,82,Fruit,6,0,8,0,False,0.00066230126
1001,Tomatoes,B6431,2025-06-24,0.73,4,27.9,72,Fruit,6,0,8,0,False,2.7640453e-05
1001,Lettuce,B5400,2025-06-25,0.53,3,32.7,71,Leafy,4,0,5,1,False,0.0019095042
1001,Bananas,B5965,2025-06-23,0.65,5,26.6,51,Fruit,5,0,1,0,False,2.7244476e-05
1003,Lettuce,B2609,2025-06-21,0.35,7,34.9,55,Leafy,4,0,5,1,False,0.0027838422
1002,Apples,B5923,2025-06-16,0.35,12,21.7,56,Fruit,10,0,0,0,False,0.00015059742
1004,Bananas,B5414,2025-06-21,0.3,7,26.4,50,Fruit,5,0,1,0,False,0.00014385341
1005,Mangoes,B4079,2025-06-20,0.23,8,31.2,62,Fruit,7,1,6,0,False,0.9727127
1002,Tomatoes,B8937,2025-06-19,0.1,9,21.5,55,Fruit,6,0,8,0,False,0.0002075007
1003,Spinach,B9442,2025-06-25,0.77,3,19.0,57,Leafy,5,0,7,1,False,1.893291e-05
1001,Carrots,B9303,2025-06-15,0.62,13,35.6,59,Root,14,0,4,2,False,0.00016248228
1002,Beets,B1474,2025-06-25,0.76,3,30.6,33,Root,10,0,2,2,False,1.0223159e-05
1002,Broccoli,B1944,2025-06-24,0.82,4,30.9,72,Leafy,6,0,3,1,False,2.300686e-05
1001,Lettuce,B1828,2025-06-25,0.99,3,21.7,90,Leafy,4,0,5,1,False,6.4278705e-05
1006,Broccoli,B5488,2025-06-22,0.66,6,31.1,64,Leafy,6,0,3,1,False,0.00024608852
1004,Beets,B7503,2025-06-17,0.26,11,27.7,69,Root,10,0,2,2,False,0.0011915625
1001,Spinach,B4963,2025-06-22,0.15,6,33.0,58,Leafy,5,0,7,1,False,0.0006727435
1004,Lettuce,B3909,2025-06-21,0.19,7,28.2,83,Leafy,4,0,5,1,False,0.0021400333
1004,Beets,B6730,2025-06-22,0.62,6,31.4,54,Root,10,0,2,2,False,1.0008452e-05
1002,Carrots,B2480,2025-06-18,0.81,10,32.7,92,Root,14,0,4,2,False,7.391042e-05
1001,Tomatoes,B1813,2025-06-25,0.67,3,32.7,66,Fruit,6,0,8,0,False,4.4658624e-05
1005,Broccoli,B4626,2025-06-24,0.89,4,27.1,76,Leafy,6,0,3,1,False,1.5730106e-05
1006,Broccoli,B5408,2025-06-21,0.28,7,29.7,66,Leafy,6,0,3,1,False,0.00067095517
1005,Spinach,B1145,2025-06-20,0.33,8,29.5,68,Leafy,5,0,7,1,False,0.0020140707
1002,Apples,B1138,2025-06-24,0.94,4,33.9,78,Fruit,10,0,0,0,False,3.75232e-05
1003,Carrots,B5511,2025-06-14,0.63,14,26.4,79,Root,14,0,4,2,False,5.8073605e-05
1004,Bananas,B8520,2025-06-23,0.83,5,35.9,55,Fruit,5,0,1,0,False,0.0001109308
1002,Lettuce,B5950,2025-06-22,0.28,6,23.4,59,Leafy,4,0,5,1,False,0.0002748928
1005,Tomatoes,B2676,2025-06-27,0.85,1,28.1,74,Fruit,6,0,8,0,False,2.7056965e-05
1005,Bananas,B5631,2025-06-23,0.67,5,31.3,47,Fruit,5,0,1,0,False,4.5672088e-05
1006,Mangoes,B8892,2025-06-26,0.71,2,18.0,62,Fruit,7,0,6,0,False,2.1426427e-05
1003,Carrots,B6327,2025-06-19,0.46,9,34.8,76,Root,14,0,4,2,False,0.046799395
1003,Carrots,B4086,2025-06-23,0.77,5,36.1,50,Root,14,0,4,2,False,1.9684468e-05
1005,Broccoli,B1930,2025-06-21,0.47,7,33.7,61,Leafy,6,1,3,1,False,0.8939744
1006,Bananas,B3292,2025-06-27,0.87,1,25.6,52,Fruit,5,0,1,0,False,2.5695792e-05
1006,Lettuce,B5843,2025-06-25,0.61,3,27.9,49,Leafy,4,0,5,1,False,2.8171035e-05
1004,Tomatoes,B7361,2025-06-27,0.88,1,29.0,70,Fruit,6,0,8,0,False,2.7640453e-05
1005,Broccoli,B6622,2025-06-24,0.61,4,22.7,69,Leafy,6,0,3,1,False,1.8190016e-05
1006,Beets,B8794,2025-06-17,0.11,11,29.7,44,Root,10,0,2,2,False,0.0001663248
1003,Beets,B5918,2025-06-25,0.99,3,33.6,66,Root,10,0,2,2,False,7.6085225e-06
1006,Beets,B3967,2025-06-23,0.89,5,26.6,73,Root,10,0,2,2,False,7.753579e-06
1001,Lettuce,B3096,2025-06-22,0.32,6,31.1,84,Leafy,4,1,5,1,False,0.99878114
1003,Beets,B3999,2025-06-17,0.37,11,31.2,40,Root,10,0,2,2,False,0.0014827119
1003,Mangoes,B4641,2025-06-22,0.56,6,29.5,66,Fruit,7,0,6,0,False,8.7226246e-05
1002,Carrots,B7889,2025-06-17,0.53,11,39.6,87,Root,14,0,4,2,False,0.22528012
1003,Carrots,B5817,2025-06-13,0.36,15,30.3,61,Root,14,1,4,2,False,0.95774645
1001,Lettuce,B1879,2025-06-21,0.2,7,30.3,68,Leafy,4,1,5,1,False,0.99926025
1006,Mangoes,B8736,2025-06-24,0.51,4,31.3,62,Fruit,7,0,6,0,False,4.6373592e-05
1005,Mangoes,B7253,2025-06-19,0.11,9,26.6,58,Fruit,7,0,6,0,False,0.00011943219
1003,Tomatoes,B1885,2025-06-25,0.98,3,32.2,44,Fruit,6,0,8,0,False,4.0036422e-05
1002,Broccoli,B6614,2025-06-21,0.35,7,23.8,81,Leafy,6,0,3,1,False,0.00031096875
1005,Lettuce,B3346,2025-06-25,0.63,3,29.6,84,Leafy,4,0,5,1,False,6.4278705e-05
1006,Apples,B2324,2025-06-20,0.51,8,24.4,56,Fruit,10,0,0,0,False,2.843617e-05
1003,Apples,B6134,2025-06-17,0.4,11,23.9,30,Fruit,10,0,0,0,False,0.00021320708
1001,Spinach,B8406,2025-06-23,0.63,5,32.2,83,Leafy,5,0,7,1,False,0.00013427525
1002,Apples,B3595,2025-06-20,0.63,8,28.4,82,Fruit,10,0,0,0,False,3.2515716e-05
1001,Apples,B8105,2025-06-17,0.11,11,28.4,67,Fruit,10,0,0,0,False,0.0011141517
1004,Tomatoes,B8029,2025-06-20,0.34,8,28.0,65,Fruit,6,0,8,0,False,0.0007596771
1004,Spinach,B1618,2025-06-24,0.33,4,27.4,71,Leafy,5,0,7,1,False,0.00013213027
1006,Bananas,B1230,2025-06-22,0.2,6,30.2,71,Fruit,5,1,1,0,False,0.9869413
1005,Broccoli,B1293,2025-06-27,0.65,1,30.7,50,Leafy,6,0,3,1,False,2.1372103e-05
1006,Broccoli,B4707,2025-06-22,0.67,6,32.4,67,Leafy,6,0,3,1,False,0.00031103753
1003,Apples,B2682,2025-06-21,0.61,7,30.9,75,Fruit,10,0,0,0,False,5.3009928e-05
1005,Carrots,B3736,2025-06-25,0.39,3,34.6,59,Root,14,0,4,2,False,5.1156858e-05
1001,Carrots,B5764,2025-06-13,0.34,15,34.8,44,Root,14,0,4,2,False,0.0013393583
1006,Beets,B9587,2025-06-22,0.59,6,28.8,53,Root,10,0,2,2,False,8.039249e-06
1004,Apples,B6615,2025-06-20,0.96,8,26.6,56,Fruit,10,0,0,0,False,1.8130217e-05
1003,Broccoli,B3701,2025-06-21,0.32,7,25.2,59,Leafy,6,0,3,1,False,0.000114625815
1001,Broccoli,B4675,2025-06-25,0.75,3,28.7,63,Leafy,6,0,3,1,False,1.7713717e-05
1002,Spinach,B9267,2025-06-25,0.62,3,23.9,69,Leafy,5,0,7,1,False,2.837568e-05
1001,Bananas,B1612,2025-06-21,0.48,7,30.1,68,Fruit,5,1,1,0,False,0.9650129
1006,Carrots,B9761,2025-06-26,0.8,2,24.9,90,Root,14,0,4,2,False,7.208026e-06
1005,Spinach,B2771,2025-06-27,0.73,1,36.5,54,Leafy,5,0,7,1,False,7.6851815e-05
1001,Mangoes,B7828,2025-06-20,0.48,8,33.1,73,Fruit,7,1,6,0,False,0.97194517
1004,Mangoes,B9966,2025-06-23,0.74,5,29.0,83,Fruit,7,0,6,0,False,2.4645036e-05
1004,Apples,B4366,2025-06-16,0.31,12,22.1,48,Fruit,10,0,0,0,False,0.0001575118
1006,Spinach,B5933,2025-06-21,0.28,7,31.2,64,Leafy,5,1,7,1,False,0.99886644
1006,Mangoes,B9524,2025-06-23,0.88,5,22.2,67,Fruit,7,0,6,0,False,2.2364751e-05
1005,Apples,B7862,2025-06-26,0.43,2,33.0,63,Fruit,10,0,0,0,False,2.0460007e-05
1005,Mangoes,B5631,2025-06-26,0.76,2,26.5,84,Fruit,7,0,6,0,False,2.3035049e-05
1001,Lettuce,B4254,2025-06-23,0.4,5,32.3,63,Leafy,4,1,5,1,False,0.89588726
1002,Carrots,B9571,2025-06-21,0.79,7,27.2,77,Root,14,0,4,2,False,8.6858e-06
1003,Tomatoes,B5839,2025-06-25,0.95,3,34.3,54,Fruit,6,0,8,0,False,7.17542e-05
1001,Beets,B9132,2025-06-24,0.75,4,24.8,73,Root,10,0,2,2,False,7.247052e-06
1006,Lettuce,B6416,2025-06-26,0.77,2,22.5,47,Leafy,4,0,5,1,False,2.8171035e-05
1001,Spinach,B2458,2025-06-26,0.66,2,28.8,46,Leafy,5,0,7,1,False,1.893291e-05
1005,Lettuce,B3443,2025-06-27,0.76,1,31.0,62,Leafy,4,0,5,1,False,9.001176e-05
1005,Mangoes,B2659,2025-06-23,0.59,5,34.2,89,Fruit,7,0,6,0,False,0.00011370636
1006,Broccoli,B8483,2025-06-23,0.63,5,27.6,72,Leafy,6,0,3,1,False,1.7192473e-05
1003,Lettuce,B1820,2025-06-27,0.65,1,29.4,76,Leafy,4,0,5,1,False,6.0101615e-05
1002,Spinach,B5760,2025-06-22,0.11,6,35.3,66,Leafy,5,1,7,1,False,0.9957475
1006,Bananas,B7979,2025-06-26,0.64,2,29.6,64,Fruit,5,0,1,0,False,4.0677816e-05
1001,Spinach,B1158,2025-06-25,0.44,3,36.0,65,Leafy,5,0,7,1,False,0.0023590804
1006,Apples,B6384,2025-06-22,0.77,6,33.8,49,Fruit,10,0,0,0,False,2.6774695e-05
1004,Carrots,B2522,2025-06-16,0.77,12,28.9,77,Root,14,0,4,2,False,5.8073605e-05
1003,Apples,B2865,2025-06-21,0.38,7,29.6,55,Fruit,10,0,0,0,False,3.4128254e-05
1004,Lettuce,B5453,2025-06-21,0.34,7,31.9,54,Leafy,4,0,5,1,False,0.00325153
1004,Lettuce,B7909,2025-06-22,0.23,6,29.6,51,Leafy,4,0,5,1,False,0.0002748928
1002,Mangoes,B3171,2025-06-27,0.83,1,28.5,30,Fruit,7,0,6,0,False,1.8787727e-05
1002,Mangoes,B7816,2025-06-18,0.26,10,25.8,40,Fruit,7,0,6,0,False,0.00016127415
1004,Lettuce,B3969,2025-06-23,0.18,5,30.4,84,Leafy,4,1,5,1,False,0.9876859
1004,Bananas,B1472,2025-06-25,0.75,3,27.6,71,Fruit,5,0,1,0,False,4.0535775e-05
1004,Lettuce,B2850,2025-06-24,0.63,4,27.2,47,Leafy,4,0,5,1,False,2.8171035e-05
1004,Spinach,B2037,2025-06-23,0.44,5,28.4,67,Leafy,5,0,7,1,False,9.9490666e-05
